"['#Date/Time of Update: 2020-03-10 12:22:17 GMT', '#Game ID', '#Game Date', '#Game Time', '#Schedule Status', '#Played Status', '#Current Inning', '#Current Inning Half', '#Current Intermission', '#Away Team ID', '#Away Team Abbr.', '#Away Team City', '#Away Team Name', '#Home Team ID', '#Home Team Abbr.', '#Home Team City', '#Home Team Name', '#Venue ID', '#Venue Name', '#Away Score Total', '#Home Score Total', '#Inning 1 Away Score', '#Inning 1 Home Score', '#Inning 2 Away Score', '#Inning 2 Home Score', '#Inning 3 Away Score', '#Inning 3 Home Score', '#Inning 4 Away Score', '#Inning 4 Home Score', '#Inning 5 Away Score', '#Inning 5 Home Score', '#Inning 6 Away Score', '#Inning 6 Home Score', '#Inning 7 Away Score', '#Inning 7 Home Score', '#Inning 8 Away Score', '#Inning 8 Home Score', '#Inning 9 Away Score', '#Inning 9 Home Score', '#Inning 10 Away Score', '#Inning 10 Home Score', '#Inning 11 Away Score', '#Inning 11 Home Score', '#Inning 12 Away Score', '#Inning 12 Home Score', '#Inning 13 Away Score', '#Inning 13 Home Score', '#Inning 14 Away Score', '#Inning 14 Home Score', '#Inning 15 Away Score', '#Inning 15 Home Score', '#Inning 16 Away Score', '#Inning 16 Home Score', '#Inning 17 Away Score', '#Inning 17 Home Score', '#Inning 18 Away Score', '#Inning 18 Home Score', '#Inning 19 Away Score', '#Inning 19 Home Score']"
"['', '50716', '2019-05-09', '22:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '1', '3', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50715', '2019-05-09', '23:45:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '133', 'STL', 'St. Louis', 'Cardinals', '107', 'Busch Stadium', '4', '17', '1', '0', '0', '4', '1', '2', '0', '5', '2', '0', '0', '5', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50721', '2019-05-09', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '2', '4', '0', '0', '0', '0', '0', '1', '2', '0', '0', '1', '0', '1', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50714', '2019-05-09', '01:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '2', '3', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50722', '2019-05-09', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '126', 'WAS', 'Washington', 'Nationals', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '6', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50709', '2019-05-10', '18:20:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '7', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '2', '0', '2', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50708', '2019-05-10', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '111', 'BAL', 'Baltimore', 'Orioles', '123', 'Oriole Park at Camden Yards', '8', '3', '0', '1', '1', '0', '2', '0', '0', '1', '5', '0', '0', '0', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50706', '2019-05-10', '23:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '3', '4', '1', '3', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50705', '2019-05-10', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '1', '14', '0', '0', '0', '0', '0', '4', '0', '1', '0', '2', '0', '1', '0', '2', '1', '4', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50707', '2019-05-10', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '128', 'MIA', 'Miami', 'Marlins', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '2', '11', '0', '8', '0', '1', '2', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50712', '2019-05-10', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '114', 'NYY', 'New York', 'Yankees', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '4', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '3', '2', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50704', '2019-05-10', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '0', '6', '0', '0', '0', '0', '0', '2', '0', '2', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50710', '2019-05-10', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '0', '3', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50703', '2019-05-10', '00:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '133', 'STL', 'St. Louis', 'Cardinals', '107', 'Busch Stadium', '2', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50713', '2019-05-10', '00:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '1', '5', '0', '2', '0', '0', '0', '0', '1', '0', '0', '1', '0', '1', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50702', '2019-05-10', '00:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '2', '12', '0', '0', '0', '0', '0', '2', '0', '7', '2', '0', '0', '0', '0', '0', '0', '3', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50701', '2019-05-10', '01:37:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '116', 'CLE', 'Cleveland', 'Indians', '125', 'OAK', 'Oakland', 'Athletics', '64', 'RingCentral Coliseum', '3', '4', '0', '1', '2', '1', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50700', '2019-05-10', '01:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '2', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50711', '2019-05-10', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '126', 'WAS', 'Washington', 'Nationals', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '0', '5', '0', '1', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50699', '2019-05-10', '02:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '136', 'SF', 'San Francisco', 'Giants', '106', 'Oracle Park', '7', '0', '0', '0', '4', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50693', '2019-05-11', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '5', '9', '4', '0', '0', '1', '0', '8', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50695', '2019-05-11', '18:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '5', '3', '0', '0', '2', '1', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '1', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50692', '2019-05-11', '18:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '133', 'STL', 'St. Louis', 'Cardinals', '107', 'Busch Stadium', '2', '1', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50690', '2019-05-11', '18:20:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50691', '2019-05-11', '19:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '7', '2', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '2', '1', '2', '0', '1', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50685', '2019-05-11', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '116', 'CLE', 'Cleveland', 'Indians', '125', 'OAK', 'Oakland', 'Athletics', '64', 'RingCentral Coliseum', '2', '3', '0', '1', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '1', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50689', '2019-05-11', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '111', 'BAL', 'Baltimore', 'Orioles', '123', 'Oriole Park at Camden Yards', '7', '2', '2', '2', '0', '0', '0', '0', '1', '0', '0', '0', '3', '0', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50697', '2019-05-11', '22:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '114', 'NYY', 'New York', 'Yankees', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '2', '7', '0', '0', '0', '1', '0', '1', '0', '0', '1', '0', '1', '2', '0', '0', '0', '3', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50688', '2019-05-11', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '128', 'MIA', 'Miami', 'Marlins', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '1', '4', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50698', '2019-05-11', '23:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '7', '0', '0', '0', '0', '0', '3', '0', '1', '0', '0', '0', '2', '0', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50686', '2019-05-11', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '4', '3', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '1', '1', '1', '0', '1', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50687', '2019-05-11', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '6', '4', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '1', '1', '1', '2', '2', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50694', '2019-05-11', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '4', '11', '0', '0', '1', '0', '0', '0', '0', '1', '0', '1', '0', '4', '3', '3', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51077', '2019-05-11', '00:10:00 GMT', 'POSTPONED', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '3', '8', '0', '2', '2', '2', '1', '0', '0', '0', '0', '3', '0', '1', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50696', '2019-05-11', '01:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '136', 'SF', 'San Francisco', 'Giants', '106', 'Oracle Park', '5', '4', '3', '1', '0', '0', '0', '0', '0', '3', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50684', '2019-05-11', '01:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '126', 'WAS', 'Washington', 'Nationals', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '5', '2', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '5', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50679', '2019-05-12', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '2', '11', '1', '3', '0', '1', '0', '0', '0', '0', '1', '2', '0', '0', '0', '3', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50683', '2019-05-12', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '111', 'BAL', 'Baltimore', 'Orioles', '123', 'Oriole Park at Camden Yards', '1', '5', '0', '0', '0', '2', '1', '2', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50678', '2019-05-12', '17:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '5', '1', '0', '1', '0', '0', '0', '0', '5', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50681', '2019-05-12', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '114', 'NYY', 'New York', 'Yankees', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '7', '1', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '1', '0', '0', '1', '0', '4', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50676', '2019-05-12', '18:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '5', '3', '2', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '3', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50680', '2019-05-12', '18:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '5', '15', '0', '1', '0', '3', '1', '0', '0', '2', '0', '4', '2', '5', '0', '0', '0', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50675', '2019-05-12', '18:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '133', 'STL', 'St. Louis', 'Cardinals', '107', 'Busch Stadium', '10', '6', '3', '4', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '5', '0', '2', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50682', '2019-05-12', '18:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '6', '1', '0', '0', '0', '0', '0', '1', '0', '0', '6', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50674', '2019-05-12', '19:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '7', '10', '0', '0', '0', '4', '1', '0', '0', '1', '0', '0', '0', '0', '2', '5', '0', '0', '4', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50673', '2019-05-12', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '136', 'SF', 'San Francisco', 'Giants', '106', 'Oracle Park', '5', '6', '2', '2', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '2', '1', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50672', '2019-05-12', '20:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '116', 'CLE', 'Cleveland', 'Indians', '125', 'OAK', 'Oakland', 'Athletics', '64', 'RingCentral Coliseum', '5', '3', '2', '0', '0', '0', '0', '2', '0', '0', '0', '0', '3', '1', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50670', '2019-05-12', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '126', 'WAS', 'Washington', 'Nationals', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '0', '6', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '4', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50671', '2019-05-12', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '5', '3', '0', '0', '1', '0', '3', '0', '0', '3', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50669', '2019-05-12', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '1', '4', '0', '1', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
